fraudLabel,score,uniqueId,amount
1.0,0.7299338,hTIdCFwNRkwVOPUN,106.54
0.0,0.001291401,jssUxpiSVrNIAcKR,391.43
1.0,0.9978783,VwDbPlJNrqlMeWgH,660.39
0.0,0.0028754836,pgqEOdPbADIenWBc,747.59
1.0,0.98309743,WptZGSsvBDlcjjxB,5.02
1.0,0.99727446,NWXumfIkmizcXUez,460.76
0.0,0.003744702,EBZzacutcADwQFXt,1628.02
0.0,0.0019998355,dEGqUxXUisTNgAcE,443.18
0.0,0.0026190148,inzesqQnfjswSAIJ,314.33
0.0,0.0033411055,mjIIhALsQVLskeaj,266.79
1.0,0.99753237,yvSuTlBEjhZiBdqS,902.92
0.0,0.0014480139,nNKpOKTcJQFFERcz,120.25
0.0,0.0012662507,raEyctkvwohMxHhN,972.78
0.0,0.00401395,BZkxXNaytnfGwXST,140.83
0.0,0.00083865086,NGQJgCTsOXngXAsN,31.43
1.0,0.9866528,xskBVGmETunKjtNV,2897.4
0.0,0.0052642273,UxSiEjbvwsvBLzzL,10.17
0.0,0.0011838722,KmiUYOXlGsSdUFHL,445.1
1.0,0.9912143,JXfMyAoAhkXzKxYS,687.92
0.0,0.24162169,VLQVvCwOhLWmPKWs,32.16
1.0,0.99154496,NJGOnbIWcDRseUgx,34.05
0.0,0.0005714505,jbnWefMzwbKycfeg,0.78
0.0,0.7784015,iMbzZfgxOdEOBcLB,33.31
1.0,0.91768557,kHvffamJaZlEjOmc,197.68
0.0,0.0010460623,YVQOlSXziAYYNvWx,291.19
0.0,0.0038645747,DnCIQzzcFrDDZlFI,115.96
0.0,0.002833133,PJBVCWHhaXXnbdIQ,615.78
1.0,0.9992631,IoViFktdkGSsOyTO,791.41
0.0,0.0140541885,wJFiLzEwPubQbJcP,1.25
0.0,0.0016971963,lQgXBXRWhbFcFRfC,9.49
0.0,0.0013778887,iANFSDtIspLJTdiZ,400.24
0.0,0.00070016144,buRsLOHAbPOiDnwC,203.47
1.0,0.9255048,vArRvygnpvtlCoJS,144.23
0.0,0.0032431479,QWapjqEXQzFvsWMO,149.03
1.0,0.99625266,kWjBfJFeleZhoiJV,59.51
0.0,0.0040839794,lsHAmEGFtJfuwmZb,171.25
0.0,0.0014189888,kCvORlAAFcOLxMcg,66.16
1.0,0.9949084,ZdukxYGgQPfkeXkR,59.3
0.0,0.0003537659,TSKesqFGHYXwUcgo,130.63
0.0,0.0066505624,wztyxsETJaQuZiFe,73.29
1.0,0.990737,VfREDDBzgtHYNZfk,811.06
0.0,0.083687924,sUafuTKykjCxnvuj,21.36
0.0,0.0014837217,NptlNldVPqEnqWwP,100.92
0.0,0.0009649258,WZybxxeQWMXtPebi,617.26
0.0,0.0018127346,WEcPdWGRCwxJQBwl,92.76
0.0,0.007851613,SljUOyTpbhFtTBVA,284.03
0.0,0.0041019996,fYjAhQlDBlyBVdwj,441.12
1.0,0.89220315,lZpLKJZdmmetrQhZ,43.25
1.0,0.9059695,DVxIZVUGoXXUvmWS,1496.92
0.0,0.0009463433,lKnmMdsoFrMMvEtB,74.52
0.0,0.0010265342,RcLyjmsNQfLQtkBz,1171.84
0.0,0.0027186312,njjxFidIcCdFvyuT,430.57
0.0,0.0017453649,uSpaxTTLEGQkVxJk,429.26
0.0,0.0012203105,hcMWBXGPjKQVTUkz,438.92
0.0,0.00084097026,CyGOOygrXritTbml,137.02
0.0,0.0019539394,naOaXbSNMeWHkmMB,111.73
1.0,0.8205494,YlHtWwJtIuJnoivg,1.37
0.0,0.0032632821,nZYUDdCMppNCmIiE,398.01
0.0,0.06365944,RBJIgBUbtQmvaMys,3317.36
0.0,0.015983192,GKMvsMcWFLQuuGRx,443.31
0.0,0.0008977067,uRVMgHphigdjmlqf,184.08
0.0,0.0020222582,UiNpNRTSiqUtrBuh,2.64
1.0,0.9971105,roKHtkhllEHyZzAe,675.68
1.0,0.9970162,zNOMWEBMsArKcQjD,1819.58
0.0,0.0009649258,mANQdwxXTpClpoKY,1120.88
0.0,0.00080692786,sjBCHiROXGSJVENV,27.08
0.0,0.00028752958,rCKKwpSDGKrvdlhb,108.08
0.0,0.0008291348,sjvHmzEWeYrTlIGH,16.08
0.0,0.0007694949,HTlurVEceIuACkiP,26.95
0.0,0.0011280312,GTSPSDCyVvaieXUN,60.6
1.0,0.98120165,JcDkOFdAgpSKZYcX,769.93
0.0,0.0013081658,RTjhqgGcTDAXfchI,301.32
0.0,0.0021433674,eCjcTFjYDTUKlzmR,108.72
0.0,0.001224816,OVpXHNUJRSxpEssY,322.29
0.0,0.007514816,oSxnTolbzcoHBbOV,277.18
1.0,0.9957313,RhRXmfjOWhEsovKt,285.77
1.0,0.9845212,yXkiwOhdDooZmtjU,2169.34
1.0,0.992657,EJJMAojggaKZEsaF,24.63
0.0,0.004386112,EDMCbsKLghDzhxNa,235.09
0.0,0.00090759294,JkZxwydgLivnPqNO,155.56
0.0,0.0008592644,FcxVilHBpqcvmjuN,150.71
0.0,0.0015949856,GtXtgGwOjGeVRlhi,92.94
0.0,0.041289415,vZxoDwRatVbzeUFh,13.89
0.0,0.1531693,CiTNDDPDEjwfdUpG,320.13
0.0,0.009450737,gxkWRRHysyzAYIyZ,125.3
1.0,0.9983279,mOLFCBkGOcqdrUZg,7.2
0.0,0.0012298059,AkCDarxHIxazLazw,355.76
0.0,0.0020882068,ZEEogWIJhytftiwm,34.46
0.0,0.0011864274,aCsynrvwfBVqaEDY,41.36
1.0,0.9686526,lWXJACndNqgYKxcM,32.8
1.0,0.96368676,tnQqQhXctViUBJlR,17.06
0.0,0.0034905472,IXmHDgVOGdNBXoXh,55.68
0.0,0.07153734,bSImgYGNdvBKSVmu,293.7
1.0,0.9968746,IQqSYerkLBQbFzJv,308.39
0.0,0.001209593,PkTfIjtwkplcKJRl,23.14
1.0,0.99753237,qUlFnXPuoBYWbgiH,1953.63
0.0,0.014040438,iyZHRAPPbrzHAlDm,268.16
0.0,0.0031103152,UZrtUrbbKDlVzbFW,461.59
0.0,0.001289967,KdgPwerbTEszjyHR,103.56
0.0,0.0016029136,aQnlrLeFZPovlzsO,1266.62
0.0,0.0038345652,cCCLBAmEVHWltrEg,80.44
0.0,0.0014670157,PWSReslJSdBlVpkp,535.04
1.0,0.9907375,LLbZNHRwcZryWbno,326.44
0.0,0.00066071405,BPvMGfDpBeZWQJDr,329.5
0.0,0.001094546,CXbjfDbZbExTifIA,1128.25
0.0,0.0047127563,DBEAAklirILCnAyh,52.01
0.0,0.012930974,KabiSmfRqSPzYyvO,3.63
0.0,0.0022837764,PvUecHmgSOxfbnuc,281.82
0.0,0.02306146,WFdZUcBmkAFLZhKk,1587.72
0.0,0.002263664,OPBNGEOLcUdKxYUC,999.48
0.0,0.007174331,oDsjifNBNCZNdYRA,156.59
1.0,0.8760822,qSuzNQvaWuHNDTxY,199.86
0.0,0.0010887303,XPRHbXkDmAoXvJur,28.35
1.0,0.9987495,DAUltvOdTUdAMQJi,85.18
1.0,0.9903869,FCGgIEDjuPtvTlGR,5524.73
0.0,0.00072778855,KifKaxhtvdMAAjwk,0.09
0.0,0.0037237194,jmzrhGYdPOBszBuM,359.8
0.0,0.00072969036,PDwWGtNuAzxDofdG,1160.93
0.0,0.0010754864,PLkoKZKyctAbxjrv,65.77
0.0,0.0005714505,YWzLiqUZvWMtoQoV,21.71
0.0,0.0057111983,UlVYLyKXgcqqJaFS,1527.88
0.0,0.0009255943,XsBgyyEJDLeMWOWj,148.71
0.0,0.0012662507,kRySKUUVlGUiQWdo,480.49
0.0,0.0015114114,tIVzfcpguqJDXtak,46.44
0.0,0.109675,FEhxVsrKAMwrJfrT,187.77
0.0,0.0014370462,KIMfebIbCMELgySi,195.49
0.0,0.0033115144,tgZhBzFOnxgbKspe,53.51
0.0,0.012873428,AwuaUOqSPRUqBbcY,36.63
0.0,0.019463016,mZBcZjFFuMrbsdSU,50.18
0.0,0.0009953907,haiHPgdPItAMiFxL,227.43
0.0,0.034246325,uBeZMJNUfPYQQLNF,564.42
0.0,0.006576814,IrsxHGVjthkYkvPt,64.07
0.0,0.0017616005,GDbefwYeMnrYrKWJ,1068.25
0.0,0.001375555,WbAzCiqIUCUlHBTb,87.13
0.0,0.004703247,ONhNquQoReupRVDo,49.24
0.0,0.0023276485,chPBqevARPDiHnMB,8.35
1.0,0.96590024,SERhpySZicBYjBit,1581.66
0.0,0.0018465073,mCTDXBmZlJjwZzXc,16.33
0.0,0.0016754111,wXfDnJlCPDobZyEY,336.2
0.0,0.0012964285,sAzsRRctoCboGyZS,3335.89
0.0,0.0012809127,McQFWUERGjeLrBLe,295.14
0.0,0.0013286942,lTMnsbhDrKzlEdwb,171.79
0.0,0.07127442,EuluzoloRTjdMAEE,346.42
0.0,0.003396351,RLoduQQhtshXAhFW,356.62
0.0,0.0005363779,lgohtjGfYZYOalUL,9.17
0.0,0.0018396641,MOnMEtKxVCsteevc,3.66
1.0,0.88759357,qvqdsVLjVLyzkqkH,264.22
0.0,0.0021458564,sBqlNmreYjjuHbPG,149.94
0.0,0.000855663,vDEUEQkQtbUdRJZz,264.44
0.0,0.043227397,wGJVOVmNnWKHsTso,711.96
0.0,0.0013162355,PeBLknSYDPDyVUkw,25.88
0.0,0.0035564662,rDDXvsdOgwzsPiSM,3.05
0.0,0.029255837,oUQPCzFCTKpqKAVs,1210.57
0.0,0.0035699443,qMdpSHuhsyPyTDSp,239.78
1.0,0.95711416,dXxKByZfMQHvihAW,790.5
0.0,0.0020220485,pjDpxbnvNtIRntCe,450.99
0.0,0.0016150806,LTEDhXzpvLohPSfG,39.98
0.0,0.004674298,tWeWuRGqSXzBHBrx,231.42
1.0,0.73065066,prPXZfzVJvCSknDU,380.3
1.0,0.99131167,fNFgFcYYJAaJzgTV,160.23
0.0,0.004810547,LjNRGecqyHVbZehC,7.27
0.0,0.0011675023,FKbrsUSxbVPrIQSk,619.98
1.0,0.99753237,kuTrmCUXDlyDJEqy,1110.83
0.0,0.0016562807,XFMnosLanvSGeZKg,167.39
0.0,0.0013467021,IBEFmimEWFeyEQIy,140.36
0.0,0.009671508,zoNCSqfEhkkbpKbh,151.66
0.0,0.0021806932,IwNeuEuFTwPQDCok,72.74
0.0,0.005952838,ptMXEySSqYWBcWUn,3174.92
0.0,0.0010367952,BsYhhbbdnQZosZnP,451.29
0.0,0.009038187,qlbPKILrjIiYGgKk,1.16
1.0,0.9944448,BPDQhDBIaUXVwFyy,21.56
1.0,0.99719006,GQwyjjhLAJZVbKhO,140.87
0.0,0.003903147,IyDCVaQtdCrklEzg,370.31
0.0,0.0006783408,azZqXJXLHTsfOCpo,181.77
0.0,0.0016689117,GamvoLCbQhPmEOXe,83.15
0.0,0.024242377,uKpCUHgteJjLpWfH,79.73
1.0,0.98586315,FcpnrPtORISemCEp,1677.93
0.0,0.00071501336,GvdtTJVDFLmKgPuo,714.26
0.0,0.0005872082,JArHecuZMeBQllQI,174.88
0.0,0.0013350155,JKFWIpHAbDnNfgus,7.26
0.0,0.0015605504,dsERFoNSkKvAvqEe,2.03
0.0,0.0007359269,ixoIKHHzuIzybhPJ,545.56
1.0,0.9953157,nmvtsqqDAzvHulwP,12.84
0.0,0.0013401066,bllYzsUriLPwCjpv,62.39
1.0,0.9971163,flGmubVurciUUgJk,3985.48
0.0,0.0039844513,XrcbsfsXlFhQCzMr,18.23
0.0,0.0040237294,pvEykvLpbIrhznrz,171.4
0.0,0.0029070845,kdnxDkivAazzoIFs,54.65
0.0,0.00063060666,wwxwPCYDIlIVDhPz,140.0
0.0,0.0010300728,NzVaOSRirEOxYrmc,127.94
0.0,0.002286292,hXuPkJRAQuDOzMhI,68.16
0.0,0.0162446,FOVjSqeVcBFXQNrO,42.58
0.0,0.0020282008,ojuiXXYhtwtNDzWd,178.54
0.0,0.011630976,ftpZhyyrYwpxyjgj,1908.98
0.0,0.0012234009,gxCOQNppBiSERUuZ,271.54
1.0,0.49575007,SnulTQoEffJdfAAp,10.26
0.0,0.0015248909,WLuWYUmtDclBorlu,1.77
0.0,0.0012242316,SUrwZrLCStyABSbf,2.85
0.0,0.005007371,zBSGnVJrbPeQnjLa,2702.74
1.0,0.90933156,eBvlYcKoxsZUQtfw,49.16
1.0,0.99105304,FivYKlpVKFvpFpwi,114.29
1.0,0.995323,nNBmMVbyMurnFnOj,232.21
0.0,0.0005108524,TpSPXKWeDppwHVBa,8.19
0.0,0.00086956087,UuZmiYzrXvvSskbW,311.85
0.0,0.003136599,rHEaesXGeNDosWXI,122.61
1.0,0.99753237,LKUrwDYpFOzoyEhW,820.82
0.0,0.0014067763,lOvnbWYkhXhLijVT,750.76
0.0,0.0021249915,mLbcjUmfwbOGRKNp,26.58
0.0,0.0010557707,AxFnSZAfLisPaCbS,246.94
1.0,0.9684116,snVlQKCpYyjQCuID,48.15
0.0,0.001422985,jTZXkEwFCEnsqhAu,1571.31
1.0,0.99695396,nZLQcrVUwwcmUXZT,760.16
0.0,0.00080755906,sFWZcZwOxqXgWuOV,181.63
0.0,0.0008674262,zWxMQGeKAbMFDQVQ,102.25
0.0,0.003104997,JNWMbOuKQlBxrpwY,62.25
1.0,0.99701905,YOWIWZebRHxyGRIx,1619.9
0.0,0.001385559,CYoSkUgDhofHrFuF,371.46
1.0,0.99701905,HbuGyGaOOPSVBvAp,409.08
0.0,0.004230348,ajdcteEtVDIbmlxd,0.85
0.0,0.00432068,SrTpJDFPKDZlhPiM,1063.65
0.0,0.022553198,NjidlOALuhApvyBw,83.8
0.0,0.015691979,HLOcFLYaFdqYTraW,409.11
0.0,0.0010121072,zANtNdhvKreRGnkf,36.64
0.0,0.007340018,LbblrWYkAsduwtPq,3.6
1.0,0.9968804,yYXpWDmcYOUMCyjn,1119.01
0.0,0.00080045307,AWwJVeUvKXPmEdUH,25.62
0.0,0.003321203,CQybQtOYUquSVkQy,20.1
0.0,0.007623739,yGeMfapZamdejPqQ,21.4
1.0,0.99677855,RxZDSDgVKFrgKahn,23.02
0.0,0.0014315587,AhgWvqHJGaqGWpKU,408.58
0.0,0.0010199671,uRctANosKecPOAXH,259.71
1.0,0.99719006,XjMtoVXUiSEcsvJx,160.54
0.0,0.0022832125,wHdyTreKffTezmzV,48.19
0.0,0.0050512725,aKWnCxntBOxsIoiA,83.65
0.0,0.0026654138,VvldoJfiVbOplHcU,9.11
0.0,0.00091687957,uuTxipXcBZxyPUbA,28.55
0.0,0.14411028,lVluOkjRSjYEeuwp,29.02
0.0,0.0014160379,XAVKSlonPDmPeYCe,4.36
1.0,0.92752236,vwWUqwtWigVWJlkD,267.76
0.0,0.004397158,FIveWkOiUFeGSafQ,200.01
0.0,0.0017828412,RJZnqQOYgkwUgwmS,123.59
1.0,0.9971105,lxhzcKtnKtlKjBGB,1172.07
1.0,0.99063736,khnUOCbEQTFlXhmI,368.9
0.0,0.0057344995,tgPqybyyeSrdioDl,244.8
0.0,0.0039735,NODqFMBttNdFkuco,185.57
0.0,0.009801335,vvhFqjFQdTiXstlG,797.73
0.0,0.0029178162,oBBsvrODxazOnqbS,185.68
0.0,0.0026984261,TUHZwzVabvWOQspl,184.13
0.0,0.0022501135,niRVBHlaEkrxqNBF,212.6
0.0,0.0068018497,LhXgulIgJOdmaSPN,14.09
0.0,0.0020849938,xRTCXfNqcHFKPJWK,162.96
0.0,0.0070256568,WacLZFTAQXdExWgu,103.23
0.0,0.002136214,otZwBewIoVFYjWTk,362.75
0.0,0.005838856,LncNNomeNOuVpMtf,515.05
1.0,0.99066776,ubGsyNaGPtnbeWDI,204.09
0.0,0.06227268,ugDRdyFziliKIDlr,3.45
1.0,0.9867286,JIkOmPaAOtzYRBTr,4857.41
0.0,0.0015092475,leaGutiTYJGjwaDL,23.39
1.0,0.9980178,rcdoRpeEDNzMBqIg,63.1
1.0,0.9956494,mHCHrwVYPjmVifJK,111.34
0.0,0.001007453,jxRCudrkEdDulmPN,57.11
0.0,0.007885312,wdQBKoPmpkCTwlxK,451.54
0.0,0.006381303,yrdsDPnmEiyYgPPN,179.03
0.0,0.0057471204,cNVRpRQFyZnMArHB,288.45
0.0,0.0013916893,AgMIjasAFmjOGMrz,197.68
1.0,0.947474,CwXCMkTBCrjTNmzu,22.45
0.0,0.004378462,dSCuoiNKieNRejWW,6.15
0.0,0.0018333372,jCeSYWgipmyDdZMU,883.09
0.0,0.0039606164,qJItXFakJUWGWcEO,136.0
0.0,0.0035840145,YTqjTSoKcBVfIICG,6.6
0.0,0.00087884476,UCrQEyDcgfQGqfYG,50.92
0.0,0.00049440947,GsLBTkdDpuJlUWOP,14.65
1.0,0.98634654,QsVmNOzwYdGQGeGh,565.56
1.0,0.9979613,WOmdvirHFeuIngiD,1306.51
0.0,0.0017169717,krWUZWSsUVybDfZB,1.81
0.0,0.0090568345,iDXOqmLfjAbqnvtv,5.27
1.0,0.9968309,DWjrXyCMdnhOeBVN,2505.1
1.0,0.99802125,WopCNPrtyEHKrOzZ,698.25
0.0,0.0009293774,QBMNtLLcNMBJQoPy,6.5
0.0,0.01352609,DPWUhTdVHgUaiyGI,122.31
1.0,0.9936047,dKrJVJUfIbiXWhYm,139.33
0.0,0.0031440686,fhhZIcDVpZVLPnoE,1696.92
0.0,0.0012322512,oWQTGvfgMeENPAVg,130.33
0.0,0.00072330976,BzLjQhjpyIoixwOe,519.91
0.0,0.019753544,QVHIixYDWLhxbczI,171.66
1.0,0.9992461,aYMNFIEjZhPHlpOm,2549.07
0.0,0.00078165246,GtScQBvxQZURYhJH,624.26
0.0,0.0101419985,XrRbkuIsZjMBgluE,2949.0
0.0,0.0037205664,gnWJtZUZwtEsBfWe,97.12
1.0,0.9966583,GKUYgqbHluIBFcqc,46.09
0.0,0.001148959,VvQOghRoxuXgQzbV,260.52
0.0,0.0073357117,uNkJlFVkkmRovrtn,121.87
1.0,0.9847163,AkaeTZNnggvvGIvH,203.39
0.0,0.0018333372,nFzEBYqSLYwngkRe,202.75
1.0,0.9969796,gAtrQsHQcncuXLaq,1295.72
0.0,0.002527822,XmuzPVMZRpmNjXhV,296.42
1.0,0.9969938,yDhCOXKwRQpOQMuD,327.41
0.0,0.0005725804,oFckKojHFaJylDpj,1119.42
1.0,0.94850236,UOepMNAQMcyePEnG,357.08
0.0,0.019529058,cAzXPbnHzianQtDH,92.4
0.0,0.00432068,DLQpiuYwzocEbIrP,399.45
0.0,0.0015140611,ABwVncNkZkZiOBVd,669.95
0.0,0.00085993117,IvGJXTFCvciAUuHp,974.49
1.0,0.9291019,vztZuMlrfwahbVlq,1782.21
1.0,0.9943146,ixBDhyAwEYUpangL,26.09
1.0,0.9978783,HGjNIeFBFAFjkiHU,638.12
0.0,0.003159785,KmcRvBHNFyCUktRR,569.15
1.0,0.99652344,pkEiSPiPZLkUzGEg,32.1
1.0,0.99927276,qrJMzCpzYFmVZUqI,210.52
1.0,0.99026453,taSfiMgJyoxtkWXi,44.0
0.0,0.005639825,MkmWPjmNkmtqycYy,1052.01
1.0,0.98527294,LrYpLtHwzJXfxGnp,19.78
0.0,0.0007980513,IaEtAhMvLrebNVNl,62.13
1.0,0.98310363,XbLSooqRGcCrxRfv,1294.52
0.0,0.0019883418,LFJjQpoFeGbqSpcA,13.31
1.0,0.9910188,TWZGtVNwnPHOfRnH,260.48
0.0,0.0055041844,hsPwJpxjGnuJgHrX,66.63
1.0,0.9395822,FDoYYFrFocqjlWHp,37.39
0.0,0.0011856633,bVtLXUNWZokbjAwP,861.72
0.0,0.010408643,xyPrWojsdGHgKLGX,409.09
0.0,0.004163345,kLKBahWVvlWKaKKt,210.38
1.0,0.99595934,hQhgGGOEJxYhwZzH,278.47
0.0,0.00054451625,jCrAmfAsOtvTdNri,522.0
0.0,0.0015806345,eYqxuUnZelmeZwnz,410.59
1.0,0.9975079,LZrsaOduypBrhuqq,1505.01
0.0,0.0021768587,jwdSoBgtxvRlJewp,375.61
0.0,0.0023838573,PEcHybIFsRodaEaA,424.1
0.0,0.0024967268,eQqbUheconaJBgij,152.15
1.0,0.93767226,rOiaAXhpslvbiBCn,68.42
0.0,0.0019100542,ZJnfWOsoIxibXAwN,30.44
0.0,0.016904356,NQYSFdXuZYFVSqqA,135.88
0.0,0.06868947,KACJdtWlGSXNjpRC,525.07
0.0,0.00060565415,DTCJqBUMpPoYLWLm,8.17
1.0,0.99777454,VoWjDIeLOrxYMvbz,15.25
1.0,0.9993693,WeeceOlTPygfZxFc,724.64
1.0,0.98507464,vgPBhqopheuHUARM,2970.57
0.0,0.0013973914,UqvzOhmeiXkoqREl,641.2
0.0,0.0029716708,jqNpJZickEWsFugX,52.36
0.0,0.036304265,oCvSbAhPLnHETfiB,242.56
0.0,0.0008568329,JplJCaOELxSKmzCQ,350.36
1.0,0.9971621,MkhNAyQxPcDKykME,263.23
0.0,0.0020872827,TKyaKcamTOXLqAuG,454.17
1.0,0.9982028,QiJGFeQHYpCipvad,700.65
0.0,0.030170174,rUcvVpTajAuTQibi,148.38
0.0,0.0018874193,XaKAilmpuukxHlQb,57.8
0.0,0.010842678,ofQSXfjJALZhMMsI,66.72
0.0,0.00432068,ezXpQNdowgxmTcUQ,902.92
1.0,0.79058594,oDhqgkcEYXGnhdTK,256.82
0.0,0.013005681,PXHRxkENQZlhpNuu,110.39
0.0,0.0017171663,bYBsXWWQWRSdzOcQ,198.09
1.0,0.99724376,HmhDZQdbdqzheRFY,191.14
0.0,0.0013691708,mwxWLFPlJOATzOOG,596.79
0.0,0.0066366377,uKmPyrEnCtQYwHQM,71.56
1.0,0.9980774,EBHfhxtCORdANhAu,83.03
0.0,0.0021704487,ydGstRJKVsdsXyhk,87.38
0.0,0.0008648393,yOniGwXWImJgarxM,170.09
0.0,0.0005449179,KEXQkurWNGdWfLzX,1.45
1.0,0.9912136,DpKVdmzFEwPLMUAb,329.72
0.0,0.0008877584,HpauuSVREpwUPzCm,378.09
0.0,0.011696382,fjHoQiKFDPrreBuw,149.76
0.0,0.0011345256,BRAQXWQAJCmtSEit,41.53
0.0,0.0008943259,MpGTTByUEGOOPOmf,654.03
0.0,0.004171005,hukDiwXRZOSfhIOe,6.76
0.0,0.0037632177,akaCEkoCDmGuCXHD,15.52
0.0,0.001610924,TbEldMuOmfrNDeYD,0.42
0.0,0.0150309205,xoTpdMrpegFxsfmi,199.06
0.0,0.0028473267,YQnLEnubssTEevvF,14.36
0.0,0.0024691888,wKufAZyzUizbZkci,84.99
1.0,0.48594263,TtUKgLTpmTQwexPO,55.44
0.0,0.19298992,zURqTlrLolaTaZUa,101.07
0.0,0.0008366864,NxtwtrbjIudejFDm,214.57
1.0,0.99625266,VqDfNNZlBTTbszUd,118.66
1.0,0.9289092,MHKVxjAxQBjvwilP,35.21
1.0,0.99695396,ElGAGogJMSUtuuTZ,257.48
0.0,0.0076654176,fnMOdiWkUETURetx,796.28
0.0,0.0019430908,VotDzXPmkgvMWBXy,86.78
0.0,0.0021220057,LAOjegJMmpmwIrzX,39.59
0.0,0.0035357804,sDyTnDNEaVpTWcaL,1.1
1.0,0.9966024,OXOEAlDNIXPfhKYD,209.54
1.0,0.99496186,HjvaFwoUDZzYkybx,319.44
0.0,0.005449538,xXcKOltoDJXkxsgW,876.95
1.0,0.99681073,oMiPrIcMnyleUQeo,307.37
1.0,0.99753237,FJZPaaisYTroAKLk,393.66
1.0,0.9969938,FeKpBUSKEoKlRwWN,821.07
0.0,0.0015887053,iaPuWqjFOnBQlCtZ,347.04
0.0,0.0010087077,GMuglnQPvEVLIFyb,83.65
1.0,0.99815,ZsaLxxtRaVniDXLK,904.12
0.0,0.0005619175,CSSJGXAqKovVWUzt,607.47
0.0,0.0023728576,eFkSwTdWlHCOXmHY,56.43
0.0,0.0011584262,yhiNHnECoHfRvyqp,83.93
0.0,0.005942142,kkgkxzEknVidzOXN,725.8
0.0,0.00051680056,tzaitBcSrGMvmdNC,17.06
0.0,0.002998155,syvbXHbYfSLPcUeD,19.84
0.0,0.0080518965,rUatqDWUzzhuoQGo,229.23
0.0,0.0023353505,vDLFNYQWBHOqPHbO,0.64
